app_name,rcv_com.google.firebase.iid.firebaseinstanceidreceiver,srv_com.google.android.gms.measurement.appmeasurementservice,perm_android.permission.read_phone_state,srv_com.google.android.gms.ads.adservice,prv_com.google.android.gms.ads.mobileadsinitprovider,rcv_androidx.work.impl.background.systemalarm.constraintproxy$storagenotlowproxy,srv_com.google.android.gms.auth.api.signin.revocationboundservice,perm_android.permission.change_wifi_state,act_com.facebook.facebookactivity,used_requestnetwork,activity_started,has_fatal_exception,read_contacts,access_location,total_packets,unique_dest_ips,frequent_beaconing_detected,avg_packet_size,max_packet_size,min_packet_size,avg_flow_duration,flow_entropy,max_inter_arrival_time,label
00128CF93FF0259BC89FF983C00E538061BCD1ADEB304E71CA7C7E019D81FC0D,1,1,0,0,0,0,1,0,1,0,0,0,0,0,7.188766840023857,2.412695167874322,0,8.651533421813745,11.088821325539218,4.095431647035209,0.019399628445331,0.8184369911651269,2.118167610563689,1
0043DAE148B6495B78C5253E9E5765512E3C1C80B9923FE3EA23633945E2DAFC,0,0,1,0,0,0,0,1,0,1,1,0,1,1,7.481430220211326,2.372877351532549,0,9.642691968957227,11.088869156640774,3.868017634521905,0.0107728278944249,0.8100285584865086,2.279828527044889,1
000E2DD97692D742C6F7C2989FF1349D0DBA2BAFABEBF1220DC252D0E36679A7,1,1,0,0,0,0,1,0,1,0,0,0,0,0,7.889917351151842,2.4729868086916023,0,9.34301496280981,11.088672913623492,3.884003426049199,0.010688071548446807,0.8399175755188696,2.0412353358600948,1
0034489E79C54F396610063547633F9E876AEB724404D4003E8193C3AFCD3DB1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.657129744046043,2.1185246095569297,0,9.748610250243813,11.088441703084172,4.088075348445909,0.0031425528727169107,0.7564032519753434,1.8522818198245745,1
000E2DD97692D742C6F7C2989FF1349D0DBA2BAFABEBF1220DC252D0E36679A7,1,1,0,1,1,1,0,0,1,0,0,0,0,0,8.008150160753496,1.8599496337954937,0,9.552469893131521,11.08830197826019,3.900436058921319,0.0065798610818134035,0.7185564539983829,2.0555212968040237,1
000371520366622D75A974E3DA635976A5F8D6569A5D2CAEB08BDAB46E842734,1,0,0,0,0,0,0,1,0,0,0,0,1,1,8.111576278473558,2.3173201940282366,0,8.781400987328098,11.088183008225412,4.124525489957746,0.007906637604613284,0.7911477108254928,1.622737966933433,1
003B47587FFE501388BD30806B7409D5707CF1A7E438CCA4827A522DAFEF956F,0,0,0,1,0,1,0,0,0,1,1,0,0,0,7.612404641834961,1.7355912384148486,0,8.91080106152688,11.088468487911394,4.099142024580554,0.010007806014273209,0.7206037574279708,2.2749943343745027,1
00021820DEB84161664762DB6DFDD14359A3DC2C7F7C0E0BD7587DC4005E0A3A,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7.8737883039577286,1.8201819532343986,0,8.886399219392995,11.088974253868246,4.10474980087921,0.01859974518783079,0.7245517240752718,2.2305497937600767,1
0012A6F19CCAC2B8DE3AA248B743ABBABAD43E7D09F000FB232155D1BE901C8E,1,1,0,0,0,0,1,0,1,1,0,0,0,0,7.730175512031174,1.9647548693580685,0,9.621808415290523,11.088615258969284,4.1259320000222335,0.008144040853853628,0.7027618546614773,1.7640665314660091,1
003C943A1ECA5F3498AFFB2050034F57A6EBDA0E897C6F74F1CD823E4FDFA8CC,0,0,1,0,0,0,0,1,0,1,1,1,0,1,7.54721357969769,2.08272780404362,0,9.649845828117458,11.087270251480614,4.116830137043659,0.019957232080764768,0.7039566475308532,2.2595183381116146,1
