app_name,act_com.facebook.ads.audiencenetworkactivity,srv_androidx.work.impl.background.systemalarm.systemalarmservice,act_com.android.billingclient.api.proxybillingactivity,perm_android.permission.get_accounts,act_com.applovin.mediation.maxdebuggeradunitdetailactivity,srv_com.google.android.datatransport.runtime.scheduling.jobscheduling.jobinfoschedulerservice,act_com.applovin.mediation.maxdebuggertcfconsentstatuseslistactivity,perm_com.google.android.gms.permission.ad_id,act_com.applovin.mediation.maxdebuggermultiadactivity,rcv_androidx.work.impl.background.systemalarm.constraintproxy$storagenotlowproxy,act_com.google.android.gms.ads.outofcontexttestingactivity,perm_android.permission.request_ignore_battery_optimizations,act_com.bytedance.sdk.openadsdk.activity.ttlandingpageactivity,prv_com.google.firebase.provider.firebaseinitprovider,act_com.bytedance.sdk.openadsdk.activity.ttvideolandingpagelink2activity,act_com.applovin.sdk.applovinwebviewactivity,act_com.applovin.mediation.maxdebuggertestmodenetworkactivity,srv_com.google.android.gms.measurement.appmeasurementservice,perm_android.permission.access_coarse_location,rcv_androidx.work.impl.background.systemalarm.constraintproxy$batterynotlowproxy,perm_android.permission.post_notifications,prv_androidx.startup.initializationprovider,perm_android.permission.foreground_service,rcv_androidx.work.impl.utils.forcestoprunnable$broadcastreceiver,act_com.applovin.mediation.maxdebuggeractivity,act_com.applovin.mediation.maxdebuggerdetailactivity,act_com.google.android.play.core.common.playcoredialogwrapperactivity,perm_android.permission.read_media_video,act_com.applovin.mediation.maxdebuggercmpnetworkslistactivity,perm_android.permission.read_media_images,rcv_androidx.work.impl.diagnostics.diagnosticsreceiver,rcv_androidx.profileinstaller.profileinstallreceiver,act_com.google.android.gms.auth.api.signin.internal.signinhubactivity,perm_com.google.android.c2dm.permission.receive,rcv_androidx.work.impl.background.systemalarm.constraintproxy$networkstateproxy,srv_androidx.room.multiinstanceinvalidationservice,act_com.google.android.gms.common.api.googleapiactivity,perm_android.permission.access_fine_location,act_com.applovin.mediation.maxdebuggerwaterfallsegmentsactivity,srv_com.bytedance.sdk.openadsdk.multipro.aidl.binderpoolservice,act_com.bytedance.sdk.openadsdk.activity.ttdelegateactivity,rcv_androidx.work.impl.background.systemalarm.reschedulereceiver,prv_androidx.core.content.fileprovider,prv_com.facebook.ads.audiencenetworkcontentprovider,act_com.bytedance.sdk.openadsdk.activity.ttinterstitialactivity,perm_android.permission.read_phone_state,srv_com.google.android.gms.measurement.appmeasurementjobservice,prv_com.google.android.gms.ads.mobileadsinitprovider,act_com.bytedance.sdk.openadsdk.activity.ttfullscreenexpressvideoactivity,prv_com.squareup.picasso.picassoprovider,act_com.applovin.adview.applovinfullscreenactivity,perm_android.permission.get_tasks,rcv_androidx.work.impl.background.systemalarm.constraintproxyupdatereceiver,perm_android.permission.change_wifi_state,perm_com.google.android.finsky.permission.bind_get_install_referrer_service,act_com.applovin.creative.maxcreativedebuggeractivity,act_com.applovin.mediation.maxdebuggertcfstringactivity,act_com.applovin.mediation.hybridads.maxhybridnativeadactivity,perm_com.android.vending.billing,act_com.bytedance.sdk.openadsdk.activity.ttfullscreenvideoactivity,perm_com.applovin.array.apphub.permission.bind_apphub_service,prv_com.applovin.sdk.applovininitprovider,act_com.bytedance.sdk.openadsdk.activity.ttappopenadactivity,perm_android.permission.read_logs,act_com.applovin.mediation.maxdebuggeradunitslistactivity,srv_com.google.firebase.sessions.sessionlifecycleservice,perm_android.permission.receive_user_present,act_com.applovin.creative.maxcreativedebuggerdisplayedadactivity,rcv_com.google.android.datatransport.runtime.scheduling.jobscheduling.alarmmanagerschedulerbroadcastreceiver,act_com.bytedance.sdk.openadsdk.activity.ttinterstitialexpressactivity,srv_com.google.android.datatransport.runtime.backends.transportbackenddiscovery,rcv_com.google.android.gms.measurement.appmeasurementreceiver,act_com.applovin.mediation.maxdebuggeradunitwaterfallslistactivity,act_com.bytedance.sdk.openadsdk.activity.ttrewardvideoactivity,perm_android.permission.access_adservices_attribution,srv_com.google.firebase.components.componentdiscoveryservice,perm_android.permission.foreground_service_media_playback,perm_android.permission.call_phone,prv_com.facebook.internal.facebookinitprovider,perm_android.permission.write_settings,rcv_androidx.work.impl.background.systemalarm.constraintproxy$batterychargingproxy,act_com.applovin.mediation.maxdebuggerunifiedflowactivity,act_com.bytedance.sdk.openadsdk.activity.ttrewardexpressvideoactivity,perm_android.permission.access_adservices_ad_id,act_com.bytedance.sdk.openadsdk.activity.ttadactivity,perm_android.permission.mount_unmount_filesystems,act_com.bytedance.sdk.openadsdk.activity.ttplayablelandingpageactivity,srv_androidx.work.impl.foreground.systemforegroundservice,srv_com.applovin.impl.adview.activity.fullscreenadservice,srv_com.google.android.gms.auth.api.signin.revocationboundservice,perm_android.permission.read_media_audio,act_com.applovin.mediation.maxdebuggertestlivenetworkactivity,act_com.applovin.mediation.hybridads.maxhybridmrecadactivity,act_com.applovin.mediation.maxdebuggertcfinfolistactivity,perm_android.permission.access_location_extra_commands,srv_com.google.android.gms.ads.adservice,act_com.bytedance.sdk.openadsdk.activity.ttwebsiteactivity,rcv_com.google.firebase.iid.firebaseinstanceidreceiver,perm_android.permission.access_adservices_topics,act_com.google.android.gms.ads.adactivity,srv_com.google.firebase.messaging.firebasemessagingservice,srv_androidx.work.impl.background.systemjob.systemjobservice,act_com.google.android.gms.ads.notificationhandleractivity,has_fatal_exception,read_contacts,write_file,access_location,activity_started,used_sendtextmessage,used_requestnetwork,suspicious_user_agent,avg_flow_duration,min_inter_arrival_time,total_packets,dns_queries,uncommon_ports_used,max_inter_arrival_time,unique_flows,many_unique_ips,avg_packet_size,unique_dest_ips,min_packet_size,high_dns_queries,ip_only_traffic,max_packet_size,frequent_beaconing_detected,std_packet_size,avg_inter_arrival_time,total_bytes,skew_packet_size,flow_entropy,label
tuat_kr_sullivan,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0087560429222685,0.0,8.756997183623554,0.0,0,2.7811870816983673,2.3978952727983707,0,9.775020476328992,2.0794415416798357,3.8918202981106265,0,1,11.088476294450215,1,10.222108059665128,0.0087560429222685,18.531803444291302,0.4925113213740563,0.7109425972091622,0
to_blend_mobile_app,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0.0078447020371479,0.0,8.86827250899781,0.0,0,3.1404270691280396,2.4849066497880004,0,9.857516093018576,2.1972245773362196,3.8918202981106265,0,1,11.088476294450215,0,10.24539951034341,0.0078447020371479,18.725595460296677,0.5161093524950982,0.7279132178911533,0
uplayer_video_player,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0.0185114379128868,0.0,8.078067881815437,0.0,0,3.010927140076216,2.4849066497880004,0,9.55773016009042,2.1972245773362196,3.8918202981106265,0,1,11.088476294450215,0,10.1429547152481,0.0185114379128868,17.635417090273386,0.4406119008533511,0.7663944315708638,0
us_zoom_videomeetings4intune,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0.0045189034899679,0.0,9.400878083541478,0.0,0,2.9601296638406582,2.3978952727983707,0,9.942656416137655,2.0794415416798357,3.044522437723423,0,1,11.089820688682371,0,10.26847110173724,0.0045189034899679,19.34340376820711,0.5152322735714367,0.711634703375468,0
wp_wattpad,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0.0100235501863967,0.0,8.712101863715663,0.0,0,2.923169804844496,2.302585092994046,0,9.153921519016317,2.0794415416798357,3.8918202981106265,0,1,11.088476294450215,1,9.987684803066818,0.0100235501863967,17.865752994970126,0.3582980856842387,0.7693456963910627,0
zynoff_mobile,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0138402834394646,0.0,8.277411998949004,0.0,0,3.532938074949982,2.3978952727983707,0,9.421580785551988,2.0794415416798357,3.8918202981106265,0,1,11.088476294450215,0,10.090743424321262,0.0138402834394646,17.698657617351504,0.4112046697383215,0.7348986460698375,0
rto_owner_address_parivahan_car_malik_address_finder,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0.0267569085098252,0.0,7.707062655370473,0.0,0,3.0360263577580184,2.302585092994046,0,9.242043801047505,2.0794415416798357,4.110873864173311,0,1,11.088476294450215,0,10.013797525307336,0.0267569085098252,16.948559874517724,0.377351048427175,0.7896162914581961,0
tech_baatu_parentcop,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0187015962743353,0.0,7.986164860332727,0.0,0,2.963355712809145,2.0794415416798357,0,9.591404988823744,1.9459101490553132,3.8918202981106265,0,1,11.088476294450215,0,10.151699960722732,0.0187015962743353,17.577161362779908,0.4496395059165445,0.7368564704538959,0
video_player_videoplayer,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.0237744092238868,0.0,7.828038032125829,0.0,0,2.853085055905409,2.70805020110221,0,9.381814715500695,2.302585092994046,3.8918202981106265,0,1,11.088476294450215,1,10.070616829769651,0.0237744092238868,17.209370049709246,0.4045329867245346,0.7903433954387141,0
videopalyer_hd_video_music_player,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0.0108261731840234,0.0,8.552174160311482,0.0,0,3.0419307078169417,2.0794415416798357,0,9.269498760152166,1.9459101490553132,4.110873864173311,0,1,11.088476294450215,0,10.028439776379264,0.0108261731840234,17.82138553507333,0.3817082517443103,0.7521602892955697,0
