app_name,rcv_com.google.firebase.iid.firebaseinstanceidreceiver,srv_com.google.android.gms.measurement.appmeasurementservice,perm_android.permission.read_phone_state,srv_com.google.android.gms.ads.adservice,prv_com.google.android.gms.ads.mobileadsinitprovider,rcv_androidx.work.impl.background.systemalarm.constraintproxy$storagenotlowproxy,srv_com.google.android.gms.auth.api.signin.revocationboundservice,perm_android.permission.change_wifi_state,act_com.facebook.facebookactivity,used_requestnetwork,activity_started,has_fatal_exception,read_contacts,access_location,total_packets,unique_dest_ips,frequent_beaconing_detected,avg_packet_size,max_packet_size,min_packet_size,avg_flow_duration,flow_entropy,max_inter_arrival_time,label
0027E6EC7D49686F5A4952E6C09C871A8FEEB0B0CAA796ED6F220C05276D3049,1,0,1,0,0,0,1,0,0,0,0,0,0,0,7.597451346579647,2.1885632283776917,0,9.773633526519315,11.08808636786705,3.0509578184875505,0.021656107649652468,0.7352239773601422,3.3355635497559346,0
com_randomchat_camtocam_onlinevideocall_livetalkvideocall,1,1,0,1,1,1,1,0,1,0,0,0,0,1,8.811588282718326,2.1973456854218876,1,9.424299402896363,11.088687873461776,3.9006516614253046,0.017256013663127075,0.8460546521721382,3.4809395968136516,0
000314F0837FF123AF5445038690A6A697E4FEB6CCE50066D9E776C1EDC1942D,1,1,0,0,0,1,1,0,0,0,0,0,0,0,7.591291897243924,1.933855328443311,0,9.03222774636344,11.088378837231389,4.14312467882335,0.017036404396966093,0.8079181136260173,2.3469171403021694,1
com_talker_acr,1,1,0,0,0,0,1,0,1,1,0,0,0,0,7.581668241419439,2.06532832677046,0,9.689118870316928,11.089304827726705,3.895535793863121,0.024803114243939044,0.7823051473275635,3.173349931632018,1
0023FCDFF9F9FB929766F6E4175991667353106883EA1DFD8F3C168E5399E00B,0,0,1,0,0,0,0,1,0,0,1,0,0,0,7.4702936660696135,2.1909811071904968,0,9.087935496732005,11.0884531466722,4.141981550833948,0.013393060823413426,0.7503474057270617,2.448362147479827,1
00021576BF9645ECAD95279718EBC3ED25B3E0F9C667ABE950CF4B42A9453996,0,0,0,1,1,1,0,0,1,0,0,0,0,0,6.988458242643429,2.0104424463433364,0,9.6184263225048,11.08715551501508,3.883455273869624,0.018862750747786265,0.7246741670471658,3.195874747277644,0
004180443C0FDFD0735A898C88F49921A5CC3E3B6AC1AE35FDD5EFEF3A2948B4,0,0,1,0,0,0,0,1,0,1,1,0,0,1,7.409691474185029,1.922659767178101,0,9.137950282322555,11.069834784836337,3.8847521414489257,0.027811059233812482,0.914140191153201,2.11837766674537,1
00157C561F3830D24E231295256CB69FE5F49395D7725BD00A755F7C18CE6978,1,0,0,1,0,0,1,0,0,0,1,0,0,1,8.479804421665767,1.9160813988780543,0,9.468677109435555,11.087471022481868,3.8988105110448967,0.015589085797589,0.8381948502774278,2.856385032051843,0
00018B522A51D6573A615153E7BFB33AC961BF5EF604AC7EDB04072CE238B9AF,1,1,1,0,0,1,1,1,0,0,1,0,0,1,8.309983221057955,2.492809468291454,0,9.151546387485048,11.088422320872255,3.912008645469628,0.0023166899097548134,0.8107856758348577,2.872205510811817,0
002FE20BC81CC745574ABF2897E76F009BA7E0821EA1E6E573621F2D1D8B7F8E,0,1,1,0,0,0,0,0,0,1,0,0,0,0,7.428457805956737,1.7924069679542725,0,8.573841823390255,11.087356730664643,4.102409682651116,0.01884332202261136,0.7198459907168709,2.496177645375202,1
gomechanic_retail,0,0,1,0,0,0,1,1,0,0,1,0,0,1,8.430084738347624,1.9450919311417363,0,8.919630825965918,11.088060986345914,3.897377947731012,0.009043466664556039,0.7742899306080558,2.459335076609717,0
001B08946F02686FF6073AB46752D6741D68FFD19F5CE4EFF2A0AB49A5A0CC4E,0,0,1,0,0,0,0,1,0,0,1,1,0,1,7.143757104677592,2.0682244704890067,0,9.292625609632966,11.087312953208201,3.903459916604426,0.010409323308139208,0.7602332635470064,2.8813853627067734,1
0039CB5F78C29085527B3106C1B622A2D50266D48DFE5FE99C2FFDFCF6724807,1,1,0,1,1,1,1,0,0,0,0,0,0,1,8.282977861651485,2.3269616322851765,0,9.762678774585813,11.088093391173715,2.9810992190809427,0.017476324153867028,0.7268043187296965,2.681853762377473,0
001AD2BA51E9C6A52831879B2872865318626981560F5FD599961EC786D75583,0,0,1,0,0,0,0,0,0,1,1,0,0,0,7.267030909167614,1.656353912020115,0,9.693228944956246,11.087210345020868,3.891402496421331,0.0028339843423782676,0.7144259327625476,2.328690649085586,1
00018B522A51D6573A615153E7BFB33AC961BF5EF604AC7EDB04072CE238B9AF,1,1,0,0,0,0,1,0,1,0,0,0,0,1,7.230510140522588,2.1753353028684757,0,9.162949750744698,11.088724935873739,3.903703048544601,0.023499543985159185,0.8121589034607096,2.5588927112638866,0
00012AD75F4263341ADAF25A1AD4053584F797EAA205FC09FD240395C4C82F4F,1,0,0,0,0,0,0,0,0,1,0,0,0,1,7.679945817600722,2.4994791032001316,1,9.096954330557928,11.08782694577426,3.898755399897748,0.01045271119743385,0.7301542379735749,2.0386860781539733,1
info_vehicle_rto_car,1,1,0,0,0,0,1,0,0,0,0,0,0,0,8.521860673993242,2.072604718022312,0,9.529215994300088,11.088598418952625,3.906606233364325,0.01848302541001939,0.7194708844841196,2.387032550277792,1
003ADA875EEE9A1E0BCD882E806DB15FB4B5072C5F397919324F9A40D409940D,0,0,1,0,0,0,0,1,0,1,1,1,1,1,7.088026080221037,2.321786672085704,0,9.250334296188214,11.087620635651863,3.894030278248083,0.02220331774433944,0.7983805909197154,2.009912162387156,1
001AA30774FEDC56F04562606A72A033B6C075F581AFECBBEAC70F41A7746539,1,1,1,0,0,0,0,1,0,1,1,0,0,1,7.472726096817041,1.9121177719302762,0,8.869361482736988,11.087440795101077,3.9024188785921026,0.013952186152459824,0.728919636329795,2.011804913013005,1
com_newreading_meganovel,1,1,1,0,1,1,1,0,0,0,0,0,0,1,8.49022041798444,2.1567488604335323,1,9.576800713333212,11.08855193540183,3.9048884764299756,0.01898369109711532,0.7340796300827712,2.7497132955218366,0
com_cam001_selfie361,1,1,1,0,0,1,1,0,0,0,0,0,0,1,7.8122607220506275,2.179598733262465,0,9.803375891355838,11.087801052689718,3.899121821769224,0.007993214347121646,0.7610113770998349,2.6539304091370366,0
wp_wattpad,0,1,0,1,1,1,1,0,1,0,0,0,0,0,7.732363176255214,1.7202919013945501,0,9.774326794892152,11.088367103108792,3.8750639430485516,0.04618322701544818,0.7786354147189234,3.270508719713145,0
0028A8AFB3869446B48B2C93BF40358ADC593FFB66BD866F6F92DED51EFF8483,1,0,0,0,0,0,0,0,0,1,1,0,0,0,7.050249166743342,1.9133264513858166,0,8.355790184853653,11.087962353934717,3.8938185801059473,0.017415514110960664,0.8081382832017198,2.222395294334068,1
in_swiggy_android_pop,0,0,1,0,0,0,0,1,0,0,0,0,0,1,7.636807531737305,2.175431750972127,0,9.714518090543706,11.089352728054891,3.8930405209238974,0.00734171112852922,0.7739246733206633,2.3208695947926627,1
001AC3E574F1350DE51A71987D72B205A61063FF469BCEEAB6965556805B665F,0,0,1,0,0,0,0,1,0,1,1,1,1,1,7.4961683489837485,1.5521814671632237,0,8.913929814101916,11.087740486111683,3.904866344093694,0.023505494671648607,0.8377470471704695,2.213446217521137,1
co_godream_gostream,0,0,1,0,0,0,0,1,0,1,1,1,1,1,7.762149184386652,2.050833946596735,0,9.234746714993287,11.087250275640697,3.9003538571744825,0.010709272120490311,0.9024657111510314,2.2924229000146994,1
003CCEEC5D0D7CD60A23CDAAB83434D33A0F7F5741B865E1AB3DE0092278BE1E,0,0,1,0,0,0,0,1,0,0,1,0,0,0,7.420782165513442,1.9442353583401195,0,9.94827629778755,11.087358950214991,3.0350245357981107,0.024312893043865642,0.7086712387283167,2.321625610372157,1
0043A782C4CF2884771465C83AA60FDA0DA359FAF672BD58741D2F6DA01838CD,0,0,1,0,0,0,0,1,0,1,1,0,0,1,7.163101551695872,1.5137399297183558,0,8.942147187714824,11.087986334306782,3.8918767016410594,0.011802335549160714,0.7747424543048933,2.0621778104634227,1
com_msf_sbicap_securities,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.772276376607323,1.2211397848779872,0,9.80736597191792,11.08770366519133,3.8969240674516685,0.018989626339359005,0.8051650816685032,2.5955439945252445,1
com_neave_zoomearth,0,0,1,0,0,0,0,1,0,0,1,0,0,0,7.425128030985736,1.9052333308953184,0,9.635150234941774,11.068642881977482,4.113892938969232,0.00782964878617324,0.711560435661574,2.4597113024402173,1
000DA8DF57190725B074F7DE2B00A219C90BB09C1FDF5177CEF5CB9C1B5E95A7,1,1,1,0,1,1,1,0,1,0,1,0,1,1,8.17580306743461,2.303143249150441,0,9.241901818347687,11.088253518580723,3.899014384462411,0.012526788293701,0.8652200232944878,2.059205881214034,0
00052B3AB096E61C3008AE77AA6C7DE22C28B08CFB61BCCDFC6128F373209139,0,0,1,0,0,0,0,1,0,0,1,1,1,1,7.321745157578484,2.050317085597339,1,9.193814598393924,11.087297270480992,3.9119309521374883,0.010443765427265292,0.851627732401521,2.013523393189635,1
000E2DD97692D742C6F7C2989FF1349D0DBA2BAFABEBF1220DC252D0E36679A7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7.415572283613758,1.9653985902428739,0,9.215752890537859,11.08807257196424,3.906240245924468,0.015784180128637495,0.8181667525210311,2.294823187169491,1
com_bd5videocall_randomvideocall_globalcall,1,1,1,1,1,1,1,0,1,0,0,0,0,1,7.716175518121637,2.196041976654411,0,9.709761184862783,11.087804914176417,3.8822284956926176,0.028495110683031677,0.8370377989452376,2.809732327086343,0
000E609685B5DC5311F74F6C99E23811212AF904E95D18E23C39CDD4E55715DE,1,1,0,0,0,0,1,0,0,0,0,0,0,1,7.756429871692245,2.09814976295757,0,9.682338456635957,11.087773926556432,3.8928956652344335,0.012112304401072865,0.7658215486710138,2.0378035965812797,1
com_netflix_mediaclient,0,0,1,0,1,1,0,0,0,0,0,0,0,0,7.296978626715221,1.9147886308838968,0,9.530569498425262,11.087985148244739,3.8932680431964313,0.014324302407377299,0.8800150121017211,2.4310003497798833,0
00153B440FC9F94EB44BAABC136EDA338053146066A46D265A4BABFB610B5273,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7.735753189178314,1.9016815967714122,0,9.445255941572139,11.087688542047248,4.125978301842199,0.00852453321519143,0.7338906588014813,1.9407127449773902,1
com_apple_android_music,1,1,0,0,0,0,0,0,0,1,0,0,0,0,7.333334096978025,1.413993051253659,0,9.205134499877294,11.087285029647045,3.893704028086644,0.022061024884346345,0.731909278218413,2.1969668723887783,1
com_bsbportal_music,1,0,1,0,0,1,1,1,0,1,1,0,1,1,8.269417600002948,2.187090127562258,0,9.027979604639038,11.088151318482753,3.9023951814210185,0.004009094478937463,0.7851484167964067,3.356717485815778,0
001AA30774FEDC56F04562606A72A033B6C075F581AFECBBEAC70F41A7746539,0,0,1,0,0,0,0,1,0,1,1,1,1,1,7.339002126388331,2.0419036291091563,0,9.130173204312452,11.087793879845764,4.108465111490846,0.031269596860070505,0.7559244575035875,2.1242728275246923,1
003C943A1ECA5F3498AFFB2050034F57A6EBDA0E897C6F74F1CD823E4FDFA8CC,0,0,1,0,0,0,0,1,0,0,1,1,0,0,7.750175013636194,2.167954098606633,0,9.420844598618737,11.087462824319848,4.106363848031244,0.012745703101072236,0.7027917683735754,1.6735933522570652,1
jp_co_canon_ic_cameraconnect,0,1,1,1,1,1,1,0,1,0,0,0,0,1,8.140733627242966,2.054184337314661,0,9.654583882236924,11.087446856729892,3.891411359941329,0.016712814327412468,0.7247424090312955,2.90828164740446,0
0039074031AC0B8EBA996CE71CE326256CDC19CBE16F2C3384CB91DA66CC97E8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.187209384105365,1.6386392647659294,0,9.322329354819088,11.087541255611123,4.0957716445388055,0.0038160143085551462,0.7365273779167607,2.2039220542517333,1
com_chatrandom_strangerchat_randomchat,0,0,1,0,0,1,1,1,0,0,0,0,0,1,8.5635600620716,2.1765737238106846,0,9.695106811099198,11.088688934215515,3.8934827750643066,0.00785544500081113,0.766030646491132,2.8874240882557274,0
com_textmeinc_freetone,0,1,1,0,0,0,1,0,1,0,0,0,0,1,7.766834502975663,2.1377291202469273,0,9.68411355166334,11.087226972365466,3.903513350041637,0.010935292814833585,0.7668933375825335,3.313724687162403,0
000D690021E538EBDB9C23EC8662C1CF59A874829FB1F59A9AF8A0F5B59FA815,0,1,1,1,1,1,0,0,0,0,0,0,0,1,7.382849589017291,2.1413244139633223,0,9.682384015652808,11.08854202324649,3.915775606986788,0.02203500151635724,0.7422834590678226,3.5261532094528643,0
com_deepseek_chat,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.390221323520968,2.036452701509072,0,9.218909623253325,11.087968746755605,4.1078000761867255,0.015902261039302187,0.7305640837189042,3.202674169177613,1
com_studioeleven_windfinder,1,1,0,1,1,1,1,0,0,0,0,0,0,1,7.394233882118174,2.159009251659954,1,9.751872336118423,11.088679457254539,3.0872215667065688,0.017844574521347332,0.7801971382424923,3.126330803599882,0
0024BA6F8CEB9BC03E6066B4A5776C3F3A4BCF30BF5FAEEE4AF7010E29D1B455,0,0,1,0,0,0,0,1,0,1,1,1,1,0,7.734182281223475,1.6865262599255166,0,9.222070919383885,11.088151754385361,3.9016279080087553,0.020465697751527265,0.7380075148544422,2.0939381608000653,1
com_pixlr_express,1,1,0,0,0,0,1,0,1,0,0,0,0,0,7.580673471168262,2.311168518222226,1,9.431590464164637,11.088886651030567,3.8918103410413276,0.01267254743105985,0.9313487631702915,2.844707623867443,0
us_zoom_videomeetings,1,1,0,0,0,0,0,0,1,0,1,0,0,0,7.621075959436146,1.9152825425749245,0,9.558058125092233,11.088916723771582,3.878916374719367,0.017259241989132937,0.7357697293252573,2.9665705953115413,0
com_microsoft_designer,0,0,1,0,0,0,1,0,0,0,1,0,0,1,7.872975388584647,2.0697255976390245,0,8.28472746155561,11.087677075038258,3.903209313982126,0.02885554886215775,0.7113353531841348,3.013894450521498,1
00052B3AB096E61C3008AE77AA6C7DE22C28B08CFB61BCCDFC6128F373209139,1,1,1,0,0,1,0,0,0,0,0,0,0,1,9.092665040456925,2.1770295135018443,1,9.837063917712989,11.088594997899733,3.900367047597608,0.022049343080162296,0.9429252420669177,3.232941804173155,1
weather_radar_alert,1,1,1,0,1,1,1,0,0,0,0,0,0,1,7.619471361331105,2.090120621549901,1,9.678587984236545,11.088344592096337,3.899425135978479,0.029904468442842357,0.8135395917511292,2.9550641661577477,0
