app_name,rcv_com.google.firebase.iid.firebaseinstanceidreceiver,srv_com.google.android.gms.measurement.appmeasurementservice,perm_android.permission.read_phone_state,srv_com.google.android.gms.ads.adservice,prv_com.google.android.gms.ads.mobileadsinitprovider,rcv_androidx.work.impl.background.systemalarm.constraintproxy$storagenotlowproxy,srv_com.google.android.gms.auth.api.signin.revocationboundservice,perm_android.permission.change_wifi_state,act_com.facebook.facebookactivity,used_requestnetwork,activity_started,has_fatal_exception,read_contacts,access_location,total_packets,unique_dest_ips,frequent_beaconing_detected,avg_packet_size,max_packet_size,min_packet_size,avg_flow_duration,flow_entropy,max_inter_arrival_time,label
com_snapchat_android,1,1,0,0,0,0,1,0,0,0,0,0,0,0,8.859944423871415,2.3728095201003248,0,9.497643212168017,11.08924649315785,3.910790809756388,0.013493923299465867,0.7884995538373304,2.306096687779387,1
com_aqi_data,1,1,0,0,0,1,1,0,0,0,0,0,0,1,8.832514835054456,2.0540919489682787,0,9.32687531070159,11.089382251417751,3.8916687100964014,0.004410839066003413,0.7515949678947015,2.5122475242415083,0
001999CA2D2BD44EEA9A7BCCD10FF79571D3989B3CAA89989A227059599B42CC,0,1,1,0,0,1,1,0,0,0,0,0,0,1,8.82003453597401,2.1005730267329286,0,9.363314922114522,11.089911389416056,3.88264450718999,0.007353188593841079,0.7859782247985898,2.715402824929806,1
org_acharyaprashant_apbooks,1,1,0,0,0,1,1,0,0,0,0,0,0,1,8.336003565624885,2.146123413691229,0,9.711761785023844,11.089493182042391,3.89731086741464,0.02625792646577711,0.8755046958500599,2.8020410788150802,0
0043A782C4CF2884771465C83AA60FDA0DA359FAF672BD58741D2F6DA01838CD,0,0,1,0,0,0,0,1,0,0,1,0,0,1,8.26665926186262,1.8515046244458482,0,9.280253080218555,11.08892918513938,4.131505042612896,0.02367957905486738,0.7959902588513564,3.1604785658014714,1
000183CF190B53ABAF0E6B9C5D6F44B7804334C5DB3ACB2308E7CC3259122C3E,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8.201162422474003,1.9461349651523707,0,9.381820370468471,11.089273891194193,4.1359196133974025,0.004949319669638699,0.7332836203886659,2.496662835793668,1
enterprises_dating_boo,1,1,0,0,0,1,1,0,0,0,0,0,0,1,9.882216359786973,2.4498875398882576,0,9.877220900760586,11.088886322092355,3.894832816880966,0.0037324295115720735,0.7412269280050342,3.509356408195478,0
com_randomchat_camtocam_onlinevideocall_livetalkvideocall,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7.4240384712071545,1.9262252079941375,1,9.274802292258256,11.087748821633893,3.052066347083351,0.03623740586181817,0.7889081417218687,2.0561600566111538,1
com_musicplayer_player_mp3player_white,1,1,0,0,0,0,0,1,1,0,0,0,0,0,7.810282434157107,2.0780776204183398,0,9.618686039833122,11.088854599307359,3.917286167019152,0.00872552206275245,0.8140480286367068,3.1555431355753374,1
00227E518F73666129C5E6F6D63C7166F74AEE34633AE100E93530B8E5A6A90C,1,1,0,0,0,1,1,0,1,0,0,0,0,0,9.364229095560637,2.396220480198218,0,9.913471128871288,11.088971045500841,3.8935163753766804,0.0010387739724972422,0.7312459605113357,3.1992674039097078,0
ringtonemaker_musiccutter_customringtones_freeringtonemaker,0,0,1,0,0,0,0,0,0,1,1,1,0,0,7.087882056477118,2.0803231237129522,0,9.593758914494495,11.087540253144684,4.10300313235763,0.018160226189803876,0.8353231914495958,2.4377174317007704,1
003CCEEC5D0D7CD60A23CDAAB83434D33A0F7F5741B865E1AB3DE0092278BE1E,1,0,1,0,0,0,0,1,0,1,1,1,0,1,7.433876953395564,2.0966999886131354,0,9.47664857135899,11.08818691524458,3.883256754037185,0.012535320052735131,0.7815590255822241,2.616991260926832,1
004245D49C5F269EB008629188D3B2AB2AFDCCA50D7D9F1B1FBA4009927CE334,0,1,0,0,0,1,1,0,0,0,0,0,0,1,9.526980562870751,2.195158967912477,0,9.876512819752397,11.088187784733334,4.116113739109749,0.010394786639247328,0.8293301419519392,3.2896873339910635,1
001AEFD8A1486CA38D29B2618F31DE810559D3907BB5DFD40E2A0D7618C18F21,0,0,1,0,0,0,0,1,0,0,1,1,1,1,8.191298665075943,2.3061964863369417,0,9.570380419179427,11.089277110894514,3.885936065617255,0.014016966583028357,0.7683462938861649,2.524551966764253,1
002EA64C06BCEF78527D08E73B17F9FD9D6DB8253A6C44F0E29A3CBA617A732B,1,1,0,0,0,0,1,0,0,0,0,0,1,1,9.055520195026697,2.256199050082667,0,9.49134452583804,11.089010052664513,3.902863593410461,0.004416191107683567,0.7427207608780046,2.5153145946193676,1
004585D2B566621E6E45B6C57BDB302B36E5F3778C303C08682A577D7F4B2BBD,0,1,1,0,0,0,0,0,0,0,1,0,0,0,7.5819871524964055,1.8194665419869864,0,8.963634105856311,11.088497867059548,3.095093825994611,0.011504503475644443,0.8261126333908826,1.9903400345233344,1
003CCEEC5D0D7CD60A23CDAAB83434D33A0F7F5741B865E1AB3DE0092278BE1E,1,1,0,0,0,0,1,0,1,0,0,0,0,0,7.7715234826985915,1.9818052653360354,0,9.259070882754813,11.088321830921174,3.9025406482880443,0.012196539040908899,0.7791578242577176,2.101103319932922,1
00161EEB5EE26608654185D97F4277FC114C591294215DDAC7E38A60784D3265,0,0,0,0,1,0,0,1,0,1,1,0,0,1,6.914050135524264,2.3113275743107784,0,9.29585492983799,11.087955135450116,4.111722087558745,0.01617480602597987,0.8240546665442213,1.8989745936156017,1
00321BB86AF148342B5B9A07690FDA4EAA3EBFB3FB7E746E011BD422CE22B9C3,1,1,0,0,0,1,1,0,0,0,0,0,0,1,8.529041919506714,2.3027301710950465,0,9.805682214919491,11.08879419337939,4.092298050147861,0.01053202981557633,0.7164331836383817,3.0841553193678592,0
com_accurate_weather_forecast_live,1,0,1,1,1,1,1,0,0,0,0,0,0,1,8.624261833945532,2.261974936597125,0,9.69219617505973,11.089517461113394,3.9244091695000054,0.013416902210792026,0.7980616033731804,3.381194248435754,0
003FC4F9550B4DF14B1BCF00DAC44E87F6746195F642EB483F287E902592B651,0,0,1,0,0,0,0,0,0,1,1,1,0,1,7.933688290130765,1.696788138763195,0,9.769380831624362,11.089095078590976,3.887407268017083,0.006778729078883161,0.7228889641680488,2.4472173233078753,1
com_newleaf_app_android_victor,1,0,0,1,1,1,1,1,0,0,0,0,0,1,8.735019364708046,2.0889543900246963,0,9.5661952696447,11.089225663618189,3.8940636152310257,0.006406918001676646,0.7751143865029142,2.619619127122569,0
com_application_zomato,0,0,1,0,0,0,0,1,0,1,1,0,1,1,8.164281690530055,2.499283555858442,0,9.818331848611352,11.089680613527994,3.896031508420652,0.003569936794417,0.8576158743832302,2.3016974608244616,1
004585D2B566621E6E45B6C57BDB302B36E5F3778C303C08682A577D7F4B2BBD,1,1,0,0,0,0,1,0,0,0,0,0,0,0,8.213511573869575,2.19208528739801,0,9.742736197023206,11.088166399680013,3.903390318346622,0.007896144723043688,0.862983903827107,2.842609511473666,1
00052B3AB096E61C3008AE77AA6C7DE22C28B08CFB61BCCDFC6128F373209139,1,0,1,0,0,0,0,0,0,0,1,1,1,1,7.924601675723295,1.7074634878324988,0,9.478854759888796,11.088482373566505,3.8960819498408625,0.0037618055999285097,0.7884923820942786,2.0308675554852758,1
